	Name	Artist	Composer_x	Album	Grouping_x	Genre_x	Size_x	Time_x	Disc Number_x	Disc Count_x	Track Number_x	Track Count_x	Year_x	Date Modified_x	Date Added_x	Bit Rate_x	Sample Rate_x	Volume Adjustment_x	Kind_x	Equalizer_x	Comments_x	Plays_x	Last Played_x	Skips_x	Last Skipped_x	My Rating_x	Composer_y	Grouping_y	Genre_y	Size_y	Time_y	Disc Number_y	Disc Count_y	Track Number_y	Track Count_y	Year_y	Date Modified_y	Date Added_y	Bit Rate_y	Sample Rate_y	Volume Adjustment_y	Kind_y	Equalizer_y	Comments_y	Plays_y	Last Played_y	Skips_y	Last Skipped_y	My Rating_y	Location	My Rating	Composer	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped
33	Being For The Benefit Of Mr. Kite!	The Beatles	McCartney/Lennon	Sgt. Pepper's Lonely Hearts Club Band		Rock	2551585	157	1.0	1.0	7.0	13.0	1967.0	12/23/06, 10:49 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0		80.0	McCartney/Lennon		Rock	27711308	157	1.0	1.0	7	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:38 AM	0.0		80.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band:07 Being For The Benefit Of Mr. Kite!.wav	80.0	McCartney/Lennon		Rock	27711308	157	1.0	1.0	7	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:38 AM	0.0	
34	Within You Without You	The Beatles	Harrison	Sgt. Pepper's Lonely Hearts Club Band		Rock	4946665	305	1.0	1.0	8.0	13.0	1967.0	12/23/06, 10:50 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			1.0	1/11/13, 11:29 PM	0.0		100.0	Harrison		Rock	53813804	305	1.0	1.0	8	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			2.0	7/6/14, 12:43 AM	0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band:08 Within You Without You.wav	100.0	Harrison		Rock	53813804	305	1.0	1.0	8	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			2.0	7/6/14, 12:43 AM	0.0	
35	When I'm Sixty-Four	The Beatles	McCartney/Lennon	Sgt. Pepper's Lonely Hearts Club Band		Rock	2577916	157	1.0	1.0	9.0	13.0	1967.0	12/23/06, 10:50 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0		100.0	McCartney/Lennon		Rock	27819500	157	1.0	1.0	9	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:46 AM	0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band:09 When I'm Sixty-Four.wav	100.0	McCartney/Lennon		Rock	27819500	157	1.0	1.0	9	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:46 AM	0.0	
36	Lovely Rita	The Beatles	McCartney/Lennon	Sgt. Pepper's Lonely Hearts Club Band		Rock	2648265	162	1.0	1.0	10.0	13.0	1967.0	12/23/06, 10:51 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0		100.0	McCartney/Lennon		Rock	28593308	162	1.0	1.0	10	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:48 AM	0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band:10 Lovely Rita.wav	100.0	McCartney/Lennon		Rock	28593308	162	1.0	1.0	10	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:48 AM	0.0	
37	Good Morning Good Morning	The Beatles	McCartney/Lennon	Sgt. Pepper's Lonely Hearts Club Band		Rock	2636059	161	1.0	1.0	11.0	13.0	1967.0	12/23/06, 10:51 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0		100.0	McCartney/Lennon		Rock	28454540	161	1.0	1.0	11	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:51 AM	0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band:11 Good Morning Good Morning.wav	100.0	McCartney/Lennon		Rock	28454540	161	1.0	1.0	11	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:51 AM	0.0	
38	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	The Beatles	McCartney/Lennon	Sgt. Pepper's Lonely Hearts Club Band		Rock	1315536	78	1.0	1.0	12.0	13.0	1967.0	12/23/06, 10:51 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0		80.0	McCartney/Lennon		Rock	13916828	78	1.0	1.0	12	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:52 AM	0.0		80.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band:12 Sgt. Pepper's Lonely Hearts Club Band (Reprise).wav	80.0	McCartney/Lennon		Rock	13916828	78	1.0	1.0	12	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:52 AM	0.0	
39	A Day In The Life	The Beatles	McCartney/Lennon	Sgt. Pepper's Lonely Hearts Club Band		Rock	5386669	333	1.0	1.0	13.0	13.0	1967.0	12/23/06, 10:52 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0		100.0	McCartney/Lennon		Rock	58901180	333	1.0	1.0	13	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:58 AM	0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band:13 A Day In The Life.wav	100.0	McCartney/Lennon		Rock	58901180	333	1.0	1.0	13	13.0	1967.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0	7/6/14, 12:58 AM	0.0	
40	Can't Buy Me Love	The Beatles	John Lennon/Paul McCartney	Hey Jude		Rock	2095526	130			1.0		1970.0	2/24/09, 7:20 PM	3/5/09, 4:11 AM	128	44100		MPEG audio file			3.0	1/30/14, 12:57 PM	0.0			John Lennon/Paul McCartney		Rock	23099036	130			1		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			3.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:14_-_Hey_Jude:01 Can't Buy Me Love.wav		John Lennon/Paul McCartney		Rock	23099036	130			1		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			3.0		0.0	
41	I Should Have Known Better	The Beatles	John Lennon/Paul McCartney	Hey Jude		Rock	3963226	164			2.0		1970.0	2/24/09, 7:20 PM	3/5/09, 4:11 AM	192	44100		MPEG audio file			0.0		0.0			John Lennon/Paul McCartney		Rock	29084972	164			2		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:14_-_Hey_Jude:02 I Should Have Known Better.wav		John Lennon/Paul McCartney		Rock	29084972	164			2		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			0.0		0.0	
42	Paperback Writer	The Beatles	John Lennon/Paul McCartney	Hey Jude		Rock	3362256	138			3.0		1970.0	2/24/09, 7:20 PM	3/5/09, 4:11 AM	193	44100		MPEG audio file			1.0	8/13/13, 6:45 AM	0.0		60.0	John Lennon/Paul McCartney		Rock	24458396	138			3		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0		0.0		60.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:14_-_Hey_Jude:03 Paperback Writer.wav	60.0	John Lennon/Paul McCartney		Rock	24458396	138			3		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			1.0		0.0	
43	Rain	The Beatles	John Lennon/Paul McCartney	Hey Jude		Rock	2884412	179			4.0		1970.0	2/24/09, 7:20 PM	3/5/09, 4:11 AM	128	44100		MPEG audio file			6.0	8/16/13, 12:18 AM	0.0		100.0	John Lennon/Paul McCartney		Rock	31744892	179			4		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			6.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:14_-_Hey_Jude:04 Rain.wav	100.0	John Lennon/Paul McCartney		Rock	31744892	179			4		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			6.0		0.0	
44	Lady Madonna	The Beatles	John Lennon/Paul McCartney	Hey Jude		Rock	3357483	139			5.0		1970.0	2/24/09, 7:20 PM	3/5/09, 4:11 AM	192	44100		MPEG audio file			3.0	8/16/13, 12:20 AM	0.0			John Lennon/Paul McCartney		Rock	24521900	139			5		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			3.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:14_-_Hey_Jude:05 Lady Madonna.wav		John Lennon/Paul McCartney		Rock	24521900	139			5		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			3.0		0.0	
45	Revolution	The Beatles	John Lennon/Paul McCartney	Hey Jude		Rock	3261891	203			6.0		1970.0	2/24/09, 7:20 PM	3/5/09, 4:11 AM	128	44100		MPEG audio file			3.0	8/16/13, 12:24 AM	0.0		100.0	John Lennon/Paul McCartney		Rock	35905676	203			6		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			3.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:14_-_Hey_Jude:06 Revolution.wav	100.0	John Lennon/Paul McCartney		Rock	35905676	203			6		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			3.0		0.0	
46	Hey Jude	The Beatles	John Lennon/Paul McCartney	Hey Jude		Rock	9668465	428			7.0		1970.0	2/24/09, 7:20 PM	3/5/09, 4:11 AM	180	44100		MPEG audio file			3.0	8/16/13, 12:31 AM	0.0		100.0	John Lennon/Paul McCartney		Rock	75560396	428			7		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			3.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:14_-_Hey_Jude:07 Hey Jude.wav	100.0	John Lennon/Paul McCartney		Rock	75560396	428			7		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			3.0		0.0	
47	Old Brown Shoe	The Beatles	George Harrison	Hey Jude		Rock	4821697	200			8.0		1970.0	2/24/09, 7:20 PM	3/5/09, 4:11 AM	192	44100		MPEG audio file			5.0	8/16/13, 12:34 AM	0.0		100.0	George Harrison		Rock	35291708	200			8		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			5.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:14_-_Hey_Jude:08 Old Brown Shoe.wav	100.0	George Harrison		Rock	35291708	200			8		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			5.0		0.0	
48	Don't Let Me Down	The Beatles	John Lennon/Paul McCartney	Hey Jude		Rock	5170577	214			9.0		1970.0	2/24/09, 7:20 PM	3/5/09, 4:11 AM	192	44100		MPEG audio file			3.0	8/16/13, 12:38 AM	0.0			John Lennon/Paul McCartney		Rock	37890668	214			9		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			3.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:14_-_Hey_Jude:09 Don't Let Me Down.wav		John Lennon/Paul McCartney		Rock	37890668	214			9		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			3.0		0.0	
49	The Ballad of John and Yoko	The Beatles	John Lennon/Paul McCartney	Hey Jude		Rock	4285112	179			10.0		1970.0	2/24/09, 7:20 PM	3/5/09, 4:11 AM	190	44100		MPEG audio file			4.0	8/16/13, 12:41 AM	0.0		100.0	John Lennon/Paul McCartney		Rock	31735484	179			10		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			4.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:The Beatles:14_-_Hey_Jude:10 The Ballad of John and Yoko.wav	100.0	John Lennon/Paul McCartney		Rock	31735484	179			10		1970.0	6/24/14, 2:14 PM	6/24/14, 2:14 PM	1411	44100		WAV audio file			4.0		0.0	
50	Sky Saw	Brian Eno		Another Green World		Rock	8318976	207			1.0		1975.0	1/10/09, 4:06 PM	1/11/09, 6:09 AM	320	44100		MPEG audio file			4.0	12/9/13, 3:13 AM	0.0			Brian Eno		Art Rock	8311021	207	1.0	1.0	1	14.0	1975.0	6/30/14, 2:48 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:01 Sky Saw.mp3		Brian Eno		Art Rock	8311021	207	1.0	1.0	1	14.0	1975.0	6/30/14, 2:48 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0	
51	Over Fire Island	Brian Eno		Another Green World		Rock	4458496	111			2.0		1975.0	1/10/09, 11:33 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			2.0	12/9/13, 3:18 AM	0.0			Brian Eno		Art Rock	4452790	111	1.0	1.0	2	14.0	1975.0	6/30/14, 2:48 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			2.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:02 Over Fire Island.mp3		Brian Eno		Art Rock	4452790	111	1.0	1.0	2	14.0	1975.0	6/30/14, 2:48 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			2.0		0.0	
52	St. Elmo's Fire	Brian Eno		Another Green World		Rock	7307264	182			3.0		1975.0	1/10/09, 11:25 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			4.0	12/9/13, 3:49 AM	0.0			Brian Eno		Art Rock	7301109	182	1.0	1.0	3	14.0	1975.0	6/30/14, 2:52 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:03 St. Elmo's Fire.mp3		Brian Eno		Art Rock	7301109	182	1.0	1.0	3	14.0	1975.0	6/30/14, 2:52 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0	
53	In Dark Trees	Brian Eno		Another Green World		Rock	6080512	151			4.0		1975.0	1/10/09, 11:34 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			4.0	12/9/13, 3:33 AM	0.0		100.0	Brian Eno		Art Rock	6067507	151	1.0	1.0	4	14.0	1975.0	6/30/14, 2:55 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:04 In Dark Trees.mp3	100.0	Brian Eno		Art Rock	6067507	151	1.0	1.0	4	14.0	1975.0	6/30/14, 2:55 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0	
54	The Big Ship	Brian Eno		Another Green World		Rock	7288832	181			5.0		1975.0	1/10/09, 11:25 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			3.0	12/9/13, 3:26 AM	0.0			Brian Eno		Art Rock	7281906	181	1.0	1.0	5	14.0	1975.0	6/30/14, 2:47 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			3.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:05 The Big Ship.mp3		Brian Eno		Art Rock	7281906	181	1.0	1.0	5	14.0	1975.0	6/30/14, 2:47 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			3.0		0.0	
55	I'll Come Running	Brian Eno		Another Green World		Rock	9220096	230			6.0		1975.0	1/10/09, 11:34 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			4.0	12/9/13, 3:46 AM	0.0			Brian Eno		Art Rock	9198071	229	1.0	1.0	6	14.0	1975.0	6/30/14, 2:48 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:06 I'll Come Running.mp3		Brian Eno		Art Rock	9198071	229	1.0	1.0	6	14.0	1975.0	6/30/14, 2:48 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0	
56	Another Green World	Brian Eno		Another Green World		Rock	4067328	101			7.0		1975.0	1/10/09, 11:34 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			4.0	6/14/14, 12:41 PM	0.0			Brian Eno		Art Rock	4072633	101	1.0	1.0	7	14.0	1975.0	6/30/14, 2:47 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:07 Another Green World.mp3		Brian Eno		Art Rock	4072633	101	1.0	1.0	7	14.0	1975.0	6/30/14, 2:47 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0	
57	Sombre Reptiles	Brian Eno		Another Green World		Rock	5654528	141			8.0		1975.0	1/10/09, 11:16 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			5.0	3/7/14, 5:51 PM	0.0		100.0	Brian Eno		Art Rock	5646069	141	1.0	1.0	8	14.0	1975.0	6/30/14, 2:55 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			5.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:08 Sombre Reptiles.mp3	100.0	Brian Eno		Art Rock	5646069	141	1.0	1.0	8	14.0	1975.0	6/30/14, 2:55 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			5.0		0.0	
58	Little Fishes	Brian Eno		Another Green World		Rock	3792896	94			9.0		1975.0	1/10/09, 11:16 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			4.0	12/9/13, 3:42 AM	0.0			Brian Eno		Art Rock	3788467	94	1.0	1.0	9	14.0	1975.0	6/30/14, 2:51 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:09 Little Fishes.mp3		Brian Eno		Art Rock	3788467	94	1.0	1.0	9	14.0	1975.0	6/30/14, 2:51 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			4.0		0.0	
59	Golden Hours	Brian Eno		Another Green World		Rock	9619456	240			10.0		1975.0	1/10/09, 11:33 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			3.0	12/9/13, 3:41 AM	0.0			Robert Fripp/John Cale		Art Rock	9610880	240	1.0	1.0	10	14.0	1975.0	6/30/14, 2:55 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			3.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:10 Golden Hours.mp3		Robert Fripp/John Cale		Art Rock	9610880	240	1.0	1.0	10	14.0	1975.0	6/30/14, 2:55 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			3.0		0.0	
60	Becalmed	Brian Eno		Another Green World		Rock	9482240	236			11.0		1975.0	1/10/09, 11:38 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			2.0	12/9/13, 3:37 AM	0.0			Brian Eno		Art Rock	9474543	236	1.0	1.0	11	14.0	1975.0	6/30/14, 3:58 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			2.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:11 Becalmed.mp3		Brian Eno		Art Rock	9474543	236	1.0	1.0	11	14.0	1975.0	6/30/14, 3:58 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			2.0		0.0	
61	Everything Merges With The Night	Brian Eno		Another Green World		Rock	9385984	234			13.0		1975.0	1/10/09, 11:37 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			2.0	12/9/13, 3:30 AM	0.0			Brian Eno		Art Rock	9577287	239	1.0	1.0	13	14.0	1975.0	6/30/14, 3:58 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			2.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:13 Everything Merges With The Night.mp3		Brian Eno		Art Rock	9577287	239	1.0	1.0	13	14.0	1975.0	6/30/14, 3:58 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			2.0		0.0	
62	Spirits Drifting	Brian Eno		Another Green World		Rock	6289408	156			14.0		1975.0	1/10/09, 11:34 AM	1/11/09, 6:09 AM	320	44100		MPEG audio file			2.0	12/9/13, 3:16 AM	0.0			Brian Eno		Art Rock	6275831	156	1.0	1.0	14	14.0	1975.0	6/30/14, 2:54 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			2.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Another Green World:14 Spirits Drifting.mp3		Brian Eno		Art Rock	6275831	156	1.0	1.0	14	14.0	1975.0	6/30/14, 2:54 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			2.0		0.0	
63	Discreet Music	Brian Eno	Brian Eno	Discreet Music		Electronica	29733394	1835	1.0	1.0	1.0	4.0	1975.0	2/11/09, 9:13 PM	1/22/09, 7:34 PM	128	44100		AAC audio file			0.0		0.0					Ambient	75844570	1894	1.0	1.0	1	4.0	1975.0	6/30/14, 5:20 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Brian Eno:Discreet Music:01 Discreet Music.mp3				Ambient	75844570	1894	1.0	1.0	1	4.0	1975.0	6/30/14, 5:20 PM	6/30/14, 5:21 PM	320	48000		MPEG audio file			0.0		0.0	
64	Maybe Angels	Sheryl Crow	Crow, Sheryl & Bottrell, Bill	Sheryl Crow		Country	4776952	294	1.0	1.0	1.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			1.0	6/13/14, 8:06 AM	0.0					Rock	7290372	294			1		1996.0	7/6/14, 6:45 PM	7/6/14, 7:17 PM	197	44100		MPEG audio file		Ripped by [HHI]	1.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:01 Maybe Angels.mp3				Rock	7290372	294			1		1996.0	7/6/14, 6:45 PM	7/6/14, 7:17 PM	197	44100		MPEG audio file		Ripped by [HHI]	1.0		0.0	
65	A Change Would Do You Good	Sheryl Crow	Crow, Sheryl; Trott, Jeff & MacLeod, Brian	Sheryl Crow		Country	3732688	229	1.0	1.0	2.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0					Rock	5399162	229			2		1996.0	7/6/14, 5:39 PM	7/6/14, 7:17 PM	187	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:02 A Change Would Do You Good.mp3				Rock	5399162	229			2		1996.0	7/6/14, 5:39 PM	7/6/14, 7:17 PM	187	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0	
66	Home	Sheryl Crow	Crow, Sheryl	Sheryl Crow		Country	4711423	290	1.0	1.0	3.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0					Rock	5785569	290			3		1996.0	7/6/14, 6:44 PM	7/6/14, 7:17 PM	159	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:03 Home.mp3				Rock	5785569	290			3		1996.0	7/6/14, 6:44 PM	7/6/14, 7:17 PM	159	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0	
67	Sweet Rosalyn	Sheryl Crow	Crow, Sheryl & Trott, Jeff	Sheryl Crow		Country	3893204	239	1.0	1.0	4.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0					Rock	5254461	239			4		1996.0	7/6/14, 6:46 PM	7/6/14, 7:17 PM	175	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:04 Sweet Rosalyn.mp3				Rock	5254461	239			4		1996.0	7/6/14, 6:46 PM	7/6/14, 7:17 PM	175	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0	
68	If It Makes You Happy	Sheryl Crow	Crow, Sheryl & Trott, Jeff	Sheryl Crow		Country	5242684	323	1.0	1.0	5.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			1.0	11/2/12, 7:29 PM	0.0					Rock	7881298	323			5		1996.0	7/6/14, 5:20 PM	7/6/14, 7:17 PM	194	44100		MPEG audio file		Ripped by [HHI]	1.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:05 If It Makes You Happy.mp3				Rock	7881298	323			5		1996.0	7/6/14, 5:20 PM	7/6/14, 7:17 PM	194	44100		MPEG audio file		Ripped by [HHI]	1.0		0.0	
69	Redemption Day	Sheryl Crow	Crow, Sheryl	Sheryl Crow		Country	4318587	266	1.0	1.0	6.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0					Rock	5291742	266			6		1996.0	7/6/14, 6:45 PM	7/6/14, 7:17 PM	158	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:06 Redemption Day.mp3				Rock	5291742	266			6		1996.0	7/6/14, 6:45 PM	7/6/14, 7:17 PM	158	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0	
